id,datum,region,altersgruppe,arbeitslosenquote
2126,2015-02,Westschweiz und Tessin,50-64 Jahre,4.1
2127,2015-02,Westschweiz und Tessin,65 und mehr,0.1
2136,2015-03,Arbeitslosenquote,alle,3.2
2129,2015-03,Deutsche Schweiz,25-49 Jahre,2.9
2130,2015-03,Deutsche Schweiz,50-64 Jahre,2.5
2131,2015-03,Deutsche Schweiz,65 und mehr,0.1
2132,2015-03,Westschweiz und Tessin,15-24 Jahre,4.7
2133,2015-03,Westschweiz und Tessin,25-49 Jahre,4.9
2134,2015-03,Westschweiz und Tessin,50-64 Jahre,3.9
2135,2015-03,Westschweiz und Tessin,65 und mehr,0.1
2144,2015-04,Arbeitslosenquote,alle,3.1
2137,2015-04,Deutsche Schweiz,25-49 Jahre,2.9
2138,2015-04,Deutsche Schweiz,50-64 Jahre,2.5
2139,2015-04,Deutsche Schweiz,65 und mehr,0.1
2140,2015-04,Westschweiz und Tessin,15-24 Jahre,4.5
2141,2015-04,Westschweiz und Tessin,25-49 Jahre,4.7
2142,2015-04,Westschweiz und Tessin,50-64 Jahre,3.8
2143,2015-04,Westschweiz und Tessin,65 und mehr,0.1
2152,2015-05,Arbeitslosenquote,alle,3.0
2145,2015-05,Deutsche Schweiz,25-49 Jahre,2.8
2146,2015-05,Deutsche Schweiz,50-64 Jahre,2.4
2147,2015-05,Deutsche Schweiz,65 und mehr,0.1
2148,2015-05,Westschweiz und Tessin,15-24 Jahre,4.2
2149,2015-05,Westschweiz und Tessin,25-49 Jahre,4.6
2150,2015-05,Westschweiz und Tessin,50-64 Jahre,3.7
2151,2015-05,Westschweiz und Tessin,65 und mehr,0.1
2160,2015-06,Arbeitslosenquote,alle,3.0
2153,2015-06,Deutsche Schweiz,25-49 Jahre,2.7
2154,2015-06,Deutsche Schweiz,50-64 Jahre,2.4
2155,2015-06,Deutsche Schweiz,65 und mehr,0.1
2156,2015-06,Westschweiz und Tessin,15-24 Jahre,4.0
2157,2015-06,Westschweiz und Tessin,25-49 Jahre,4.4
2158,2015-06,Westschweiz und Tessin,50-64 Jahre,3.6
2159,2015-06,Westschweiz und Tessin,65 und mehr,0.1
2168,2015-07,Arbeitslosenquote,alle,3.0
2161,2015-07,Deutsche Schweiz,25-49 Jahre,2.7
2162,2015-07,Deutsche Schweiz,50-64 Jahre,2.4
2163,2015-07,Deutsche Schweiz,65 und mehr,0.1
2164,2015-07,Westschweiz und Tessin,15-24 Jahre,4.3
2165,2015-07,Westschweiz und Tessin,25-49 Jahre,4.4
2166,2015-07,Westschweiz und Tessin,50-64 Jahre,3.6
2167,2015-07,Westschweiz und Tessin,65 und mehr,0.1
2176,2015-08,Arbeitslosenquote,alle,3.0
2169,2015-08,Deutsche Schweiz,25-49 Jahre,2.7
2170,2015-08,Deutsche Schweiz,50-64 Jahre,2.4
2171,2015-08,Deutsche Schweiz,65 und mehr,0.1
2172,2015-08,Westschweiz und Tessin,15-24 Jahre,5.1
2173,2015-08,Westschweiz und Tessin,25-49 Jahre,4.5
2174,2015-08,Westschweiz und Tessin,50-64 Jahre,3.6
2175,2015-08,Westschweiz und Tessin,65 und mehr,0.1
2184,2015-09,Arbeitslosenquote,alle,3.1
2177,2015-09,Deutsche Schweiz,25-49 Jahre,2.7
2178,2015-09,Deutsche Schweiz,50-64 Jahre,2.4
2179,2015-09,Deutsche Schweiz,65 und mehr,0.1
2180,2015-09,Westschweiz und Tessin,15-24 Jahre,5.2
2181,2015-09,Westschweiz und Tessin,25-49 Jahre,4.5
2182,2015-09,Westschweiz und Tessin,50-64 Jahre,3.5
2183,2015-09,Westschweiz und Tessin,65 und mehr,0.1
2192,2015-10,Arbeitslosenquote,alle,3.1
2185,2015-10,Deutsche Schweiz,25-49 Jahre,2.8
2186,2015-10,Deutsche Schweiz,50-64 Jahre,2.5
2187,2015-10,Deutsche Schweiz,65 und mehr,0.1
2188,2015-10,Westschweiz und Tessin,15-24 Jahre,4.9
2189,2015-10,Westschweiz und Tessin,25-49 Jahre,4.6
2190,2015-10,Westschweiz und Tessin,50-64 Jahre,3.7
2191,2015-10,Westschweiz und Tessin,65 und mehr,0.1
2200,2015-11,Arbeitslosenquote,alle,3.3
2193,2015-11,Deutsche Schweiz,25-49 Jahre,3.0
2194,2015-11,Deutsche Schweiz,50-64 Jahre,2.6
2195,2015-11,Deutsche Schweiz,65 und mehr,0.1
2196,2015-11,Westschweiz und Tessin,15-24 Jahre,4.9
2197,2015-11,Westschweiz und Tessin,25-49 Jahre,4.8
2198,2015-11,Westschweiz und Tessin,50-64 Jahre,3.8
2199,2015-11,Westschweiz und Tessin,65 und mehr,0.1
2208,2015-12,Arbeitslosenquote,alle,3.5
2201,2015-12,Deutsche Schweiz,25-49 Jahre,3.2
2202,2015-12,Deutsche Schweiz,50-64 Jahre,2.7
2203,2015-12,Deutsche Schweiz,65 und mehr,0.1
2204,2015-12,Westschweiz und Tessin,15-24 Jahre,5.0
2205,2015-12,Westschweiz und Tessin,25-49 Jahre,5.3
2206,2015-12,Westschweiz und Tessin,50-64 Jahre,4.2
2207,2015-12,Westschweiz und Tessin,65 und mehr,0.1
2216,2016-01,Arbeitslosenquote,alle,3.6
2209,2016-01,Deutsche Schweiz,25-49 Jahre,3.3
2210,2016-01,Deutsche Schweiz,50-64 Jahre,2.8
2211,2016-01,Deutsche Schweiz,65 und mehr,0.1
2212,2016-01,Westschweiz und Tessin,15-24 Jahre,5.2
2213,2016-01,Westschweiz und Tessin,25-49 Jahre,5.5
2214,2016-01,Westschweiz und Tessin,50-64 Jahre,4.4
2215,2016-01,Westschweiz und Tessin,65 und mehr,0.1
2224,2016-02,Arbeitslosenquote,alle,3.6
2217,2016-02,Deutsche Schweiz,25-49 Jahre,3.3
2218,2016-02,Deutsche Schweiz,50-64 Jahre,2.8
2219,2016-02,Deutsche Schweiz,65 und mehr,0.1
2220,2016-02,Westschweiz und Tessin,15-24 Jahre,5.0
2221,2016-02,Westschweiz und Tessin,25-49 Jahre,5.3
2222,2016-02,Westschweiz und Tessin,50-64 Jahre,4.3
2223,2016-02,Westschweiz und Tessin,65 und mehr,0.1
2232,2016-03,Arbeitslosenquote,alle,3.5
2225,2016-03,Deutsche Schweiz,25-49 Jahre,3.2
2226,2016-03,Deutsche Schweiz,50-64 Jahre,2.8
2227,2016-03,Deutsche Schweiz,65 und mehr,0.1
2228,2016-03,Westschweiz und Tessin,15-24 Jahre,4.5
2229,2016-03,Westschweiz und Tessin,25-49 Jahre,5.0
2230,2016-03,Westschweiz und Tessin,50-64 Jahre,4.1
2231,2016-03,Westschweiz und Tessin,65 und mehr,0.1
2240,2016-04,Arbeitslosenquote,alle,3.3
2233,2016-04,Deutsche Schweiz,25-49 Jahre,3.1
2234,2016-04,Deutsche Schweiz,50-64 Jahre,2.8
2235,2016-04,Deutsche Schweiz,65 und mehr,0.1
2236,2016-04,Westschweiz und Tessin,15-24 Jahre,4.4
2237,2016-04,Westschweiz und Tessin,25-49 Jahre,4.8
2238,2016-04,Westschweiz und Tessin,50-64 Jahre,3.9
2239,2016-04,Westschweiz und Tessin,65 und mehr,0.1
2248,2016-05,Arbeitslosenquote,alle,3.2
2241,2016-05,Deutsche Schweiz,25-49 Jahre,3.0
2242,2016-05,Deutsche Schweiz,50-64 Jahre,2.7
2243,2016-05,Deutsche Schweiz,65 und mehr,0.1
2244,2016-05,Westschweiz und Tessin,15-24 Jahre,4.1
2245,2016-05,Westschweiz und Tessin,25-49 Jahre,4.6
2246,2016-05,Westschweiz und Tessin,50-64 Jahre,3.8
2247,2016-05,Westschweiz und Tessin,65 und mehr,0.1
2256,2016-06,Arbeitslosenquote,alle,3.1
2249,2016-06,Deutsche Schweiz,25-49 Jahre,2.9
2250,2016-06,Deutsche Schweiz,50-64 Jahre,2.7
2251,2016-06,Deutsche Schweiz,65 und mehr,0.1
2252,2016-06,Westschweiz und Tessin,15-24 Jahre,3.9
2253,2016-06,Westschweiz und Tessin,25-49 Jahre,4.4
2254,2016-06,Westschweiz und Tessin,50-64 Jahre,3.7
2255,2016-06,Westschweiz und Tessin,65 und mehr,0.1
2264,2016-07,Arbeitslosenquote,alle,3.1
2257,2016-07,Deutsche Schweiz,25-49 Jahre,2.9
2258,2016-07,Deutsche Schweiz,50-64 Jahre,2.6
2259,2016-07,Deutsche Schweiz,65 und mehr,0.1
2260,2016-07,Westschweiz und Tessin,15-24 Jahre,4.1
2261,2016-07,Westschweiz und Tessin,25-49 Jahre,4.4
2262,2016-07,Westschweiz und Tessin,50-64 Jahre,3.7
2263,2016-07,Westschweiz und Tessin,65 und mehr,0.1
2272,2016-08,Arbeitslosenquote,alle,3.2
2265,2016-08,Deutsche Schweiz,25-49 Jahre,2.8
2266,2016-08,Deutsche Schweiz,50-64 Jahre,2.6
2267,2016-08,Deutsche Schweiz,65 und mehr,0.1
2268,2016-08,Westschweiz und Tessin,15-24 Jahre,5.1
2269,2016-08,Westschweiz und Tessin,25-49 Jahre,4.5
2270,2016-08,Westschweiz und Tessin,50-64 Jahre,3.7
2271,2016-08,Westschweiz und Tessin,65 und mehr,0.1
2280,2016-09,Arbeitslosenquote,alle,3.2
2273,2016-09,Deutsche Schweiz,25-49 Jahre,2.9
2274,2016-09,Deutsche Schweiz,50-64 Jahre,2.6
2275,2016-09,Deutsche Schweiz,65 und mehr,0.1
2276,2016-09,Westschweiz und Tessin,15-24 Jahre,4.9
2277,2016-09,Westschweiz und Tessin,25-49 Jahre,4.5
2278,2016-09,Westschweiz und Tessin,50-64 Jahre,3.7
2279,2016-09,Westschweiz und Tessin,65 und mehr,0.1
2288,2016-10,Arbeitslosenquote,alle,3.2
2281,2016-10,Deutsche Schweiz,25-49 Jahre,2.9
2282,2016-10,Deutsche Schweiz,50-64 Jahre,2.7
2283,2016-10,Deutsche Schweiz,65 und mehr,0.1
2284,2016-10,Westschweiz und Tessin,15-24 Jahre,4.6
2285,2016-10,Westschweiz und Tessin,25-49 Jahre,4.6
2286,2016-10,Westschweiz und Tessin,50-64 Jahre,3.8
2287,2016-10,Westschweiz und Tessin,65 und mehr,0.1
2296,2016-11,Arbeitslosenquote,alle,3.3
2289,2016-11,Deutsche Schweiz,25-49 Jahre,3.1
2290,2016-11,Deutsche Schweiz,50-64 Jahre,2.8
2291,2016-11,Deutsche Schweiz,65 und mehr,0.1
2292,2016-11,Westschweiz und Tessin,15-24 Jahre,4.5
2293,2016-11,Westschweiz und Tessin,25-49 Jahre,4.7
2294,2016-11,Westschweiz und Tessin,50-64 Jahre,3.9
2295,2016-11,Westschweiz und Tessin,65 und mehr,0.1
2304,2016-12,Arbeitslosenquote,alle,3.5
2297,2016-12,Deutsche Schweiz,25-49 Jahre,3.3
2298,2016-12,Deutsche Schweiz,50-64 Jahre,2.9
2299,2016-12,Deutsche Schweiz,65 und mehr,0.1
2300,2016-12,Westschweiz und Tessin,15-24 Jahre,4.6
2301,2016-12,Westschweiz und Tessin,25-49 Jahre,5.2
2302,2016-12,Westschweiz und Tessin,50-64 Jahre,4.3
2303,2016-12,Westschweiz und Tessin,65 und mehr,0.1
2312,2017-01,Arbeitslosenquote,alle,3.5
2305,2017-01,Deutsche Schweiz,25-49 Jahre,3.3
2306,2017-01,Deutsche Schweiz,50-64 Jahre,2.7
2307,2017-01,Deutsche Schweiz,65 und mehr,0.1
2308,2017-01,Westschweiz und Tessin,15-24 Jahre,5.0
2309,2017-01,Westschweiz und Tessin,25-49 Jahre,5.3
2310,2017-01,Westschweiz und Tessin,50-64 Jahre,4.1
2311,2017-01,Westschweiz und Tessin,65 und mehr,0.1
2320,2017-02,Arbeitslosenquote,alle,3.4
2313,2017-02,Deutsche Schweiz,25-49 Jahre,3.2
2314,2017-02,Deutsche Schweiz,50-64 Jahre,2.7
2315,2017-02,Deutsche Schweiz,65 und mehr,0.1
2316,2017-02,Westschweiz und Tessin,15-24 Jahre,4.8
2317,2017-02,Westschweiz und Tessin,25-49 Jahre,5.0
2318,2017-02,Westschweiz und Tessin,50-64 Jahre,4.0
2319,2017-02,Westschweiz und Tessin,65 und mehr,0.1
2328,2017-03,Arbeitslosenquote,alle,3.3
2321,2017-03,Deutsche Schweiz,25-49 Jahre,3.1
2322,2017-03,Deutsche Schweiz,50-64 Jahre,2.6
2323,2017-03,Deutsche Schweiz,65 und mehr,0.1
2324,2017-03,Westschweiz und Tessin,15-24 Jahre,4.4
2325,2017-03,Westschweiz und Tessin,25-49 Jahre,4.7
2326,2017-03,Westschweiz und Tessin,50-64 Jahre,3.8
2327,2017-03,Westschweiz und Tessin,65 und mehr,0.1
2336,2017-04,Arbeitslosenquote,alle,3.2
2329,2017-04,Deutsche Schweiz,25-49 Jahre,3.0
2330,2017-04,Deutsche Schweiz,50-64 Jahre,2.6
2331,2017-04,Deutsche Schweiz,65 und mehr,0.1
2332,2017-04,Westschweiz und Tessin,15-24 Jahre,4.1
2333,2017-04,Westschweiz und Tessin,25-49 Jahre,4.5
2334,2017-04,Westschweiz und Tessin,50-64 Jahre,3.6
2335,2017-04,Westschweiz und Tessin,65 und mehr,0.1
2344,2017-05,Arbeitslosenquote,alle,3.0
2337,2017-05,Deutsche Schweiz,25-49 Jahre,2.9
2338,2017-05,Deutsche Schweiz,50-64 Jahre,2.5
2339,2017-05,Deutsche Schweiz,65 und mehr,0.1
2340,2017-05,Westschweiz und Tessin,15-24 Jahre,3.8
2341,2017-05,Westschweiz und Tessin,25-49 Jahre,4.3
2342,2017-05,Westschweiz und Tessin,50-64 Jahre,3.5
2343,2017-05,Westschweiz und Tessin,65 und mehr,0.1
2352,2017-06,Arbeitslosenquote,alle,2.9
2345,2017-06,Deutsche Schweiz,25-49 Jahre,2.7
2346,2017-06,Deutsche Schweiz,50-64 Jahre,2.4
2347,2017-06,Deutsche Schweiz,65 und mehr,0.1
2348,2017-06,Westschweiz und Tessin,15-24 Jahre,3.5
2349,2017-06,Westschweiz und Tessin,25-49 Jahre,4.1
2350,2017-06,Westschweiz und Tessin,50-64 Jahre,3.3
2351,2017-06,Westschweiz und Tessin,65 und mehr,0.1
2360,2017-07,Arbeitslosenquote,alle,2.9
2353,2017-07,Deutsche Schweiz,25-49 Jahre,2.7
2354,2017-07,Deutsche Schweiz,50-64 Jahre,2.4
2355,2017-07,Deutsche Schweiz,65 und mehr,0.1
2356,2017-07,Westschweiz und Tessin,15-24 Jahre,3.8
2357,2017-07,Westschweiz und Tessin,25-49 Jahre,4.2
2358,2017-07,Westschweiz und Tessin,50-64 Jahre,3.3
2359,2017-07,Westschweiz und Tessin,65 und mehr,0.1
2368,2017-08,Arbeitslosenquote,alle,2.9
2361,2017-08,Deutsche Schweiz,25-49 Jahre,2.6
2362,2017-08,Deutsche Schweiz,50-64 Jahre,2.3
2363,2017-08,Deutsche Schweiz,65 und mehr,0.1
2364,2017-08,Westschweiz und Tessin,15-24 Jahre,4.7
2365,2017-08,Westschweiz und Tessin,25-49 Jahre,4.1
2366,2017-08,Westschweiz und Tessin,50-64 Jahre,3.3
2367,2017-08,Westschweiz und Tessin,65 und mehr,0.1
2376,2017-09,Arbeitslosenquote,alle,2.9
2369,2017-09,Deutsche Schweiz,25-49 Jahre,2.6
2370,2017-09,Deutsche Schweiz,50-64 Jahre,2.3
2371,2017-09,Deutsche Schweiz,65 und mehr,0.1
2372,2017-09,Westschweiz und Tessin,15-24 Jahre,4.5
2373,2017-09,Westschweiz und Tessin,25-49 Jahre,4.1
2374,2017-09,Westschweiz und Tessin,50-64 Jahre,3.3
2375,2017-09,Westschweiz und Tessin,65 und mehr,0.1
2384,2017-10,Arbeitslosenquote,alle,2.9
2377,2017-10,Deutsche Schweiz,25-49 Jahre,2.7
2378,2017-10,Deutsche Schweiz,50-64 Jahre,2.4
2379,2017-10,Deutsche Schweiz,65 und mehr,0.1
2380,2017-10,Westschweiz und Tessin,15-24 Jahre,4.3
2381,2017-10,Westschweiz und Tessin,25-49 Jahre,4.1
2382,2017-10,Westschweiz und Tessin,50-64 Jahre,3.4
2383,2017-10,Westschweiz und Tessin,65 und mehr,0.1
2392,2017-11,Arbeitslosenquote,alle,3.0
2385,2017-11,Deutsche Schweiz,25-49 Jahre,2.8
2386,2017-11,Deutsche Schweiz,50-64 Jahre,2.4
2387,2017-11,Deutsche Schweiz,65 und mehr,0.1
2388,2017-11,Westschweiz und Tessin,15-24 Jahre,4.2
2389,2017-11,Westschweiz und Tessin,25-49 Jahre,4.2
2390,2017-11,Westschweiz und Tessin,50-64 Jahre,3.4
2391,2017-11,Westschweiz und Tessin,65 und mehr,0.1
2400,2017-12,Arbeitslosenquote,alle,3.2
2393,2017-12,Deutsche Schweiz,25-49 Jahre,2.9
2394,2017-12,Deutsche Schweiz,50-64 Jahre,2.5
2395,2017-12,Deutsche Schweiz,65 und mehr,0.1
2396,2017-12,Westschweiz und Tessin,15-24 Jahre,4.2
2397,2017-12,Westschweiz und Tessin,25-49 Jahre,4.6
2398,2017-12,Westschweiz und Tessin,50-64 Jahre,3.9
2399,2017-12,Westschweiz und Tessin,65 und mehr,0.1
2408,2018-01,Arbeitslosenquote,alle,3.2
2401,2018-01,Deutsche Schweiz,25-49 Jahre,3.0
2402,2018-01,Deutsche Schweiz,50-64 Jahre,2.6
2403,2018-01,Deutsche Schweiz,65 und mehr,0.1
2404,2018-01,Westschweiz und Tessin,15-24 Jahre,4.3
2405,2018-01,Westschweiz und Tessin,25-49 Jahre,4.8
2406,2018-01,Westschweiz und Tessin,50-64 Jahre,4.0
2407,2018-01,Westschweiz und Tessin,65 und mehr,0.1
2416,2018-02,Arbeitslosenquote,alle,3.1
2409,2018-02,Deutsche Schweiz,25-49 Jahre,2.9
2410,2018-02,Deutsche Schweiz,50-64 Jahre,2.5
2411,2018-02,Deutsche Schweiz,65 und mehr,0.1
2412,2018-02,Westschweiz und Tessin,15-24 Jahre,4.0
2413,2018-02,Westschweiz und Tessin,25-49 Jahre,4.6
2414,2018-02,Westschweiz und Tessin,50-64 Jahre,3.9
2415,2018-02,Westschweiz und Tessin,65 und mehr,0.1
2424,2018-03,Arbeitslosenquote,alle,2.8
2417,2018-03,Deutsche Schweiz,25-49 Jahre,2.6
2418,2018-03,Deutsche Schweiz,50-64 Jahre,2.4
2419,2018-03,Deutsche Schweiz,65 und mehr,0.1
2420,2018-03,Westschweiz und Tessin,15-24 Jahre,3.6
2421,2018-03,Westschweiz und Tessin,25-49 Jahre,4.1
2422,2018-03,Westschweiz und Tessin,50-64 Jahre,3.6
2423,2018-03,Westschweiz und Tessin,65 und mehr,0.1
2432,2018-04,Arbeitslosenquote,alle,2.6
2425,2018-04,Deutsche Schweiz,25-49 Jahre,2.4
2426,2018-04,Deutsche Schweiz,50-64 Jahre,2.2
2427,2018-04,Deutsche Schweiz,65 und mehr,0.1
2428,2018-04,Westschweiz und Tessin,15-24 Jahre,3.2
2429,2018-04,Westschweiz und Tessin,25-49 Jahre,3.8
2430,2018-04,Westschweiz und Tessin,50-64 Jahre,3.3
2431,2018-04,Westschweiz und Tessin,65 und mehr,0.1
2440,2018-05,Arbeitslosenquote,alle,2.4
2433,2018-05,Deutsche Schweiz,25-49 Jahre,2.1
2434,2018-05,Deutsche Schweiz,50-64 Jahre,2.1
2435,2018-05,Deutsche Schweiz,65 und mehr,0.1
2436,2018-05,Westschweiz und Tessin,15-24 Jahre,3.0
2437,2018-05,Westschweiz und Tessin,25-49 Jahre,3.4
2438,2018-05,Westschweiz und Tessin,50-64 Jahre,3.1
2439,2018-05,Westschweiz und Tessin,65 und mehr,0.1
2448,2018-06,Arbeitslosenquote,alle,2.3
2441,2018-06,Deutsche Schweiz,25-49 Jahre,2.1
2442,2018-06,Deutsche Schweiz,50-64 Jahre,2.0
2443,2018-06,Deutsche Schweiz,65 und mehr,0.1
2444,2018-06,Westschweiz und Tessin,15-24 Jahre,2.9
2445,2018-06,Westschweiz und Tessin,25-49 Jahre,3.4
2446,2018-06,Westschweiz und Tessin,50-64 Jahre,3.0
2447,2018-06,Westschweiz und Tessin,65 und mehr,0.1
2456,2018-07,Arbeitslosenquote,alle,2.3
2449,2018-07,Deutsche Schweiz,25-49 Jahre,2.0
2450,2018-07,Deutsche Schweiz,50-64 Jahre,2.0
2451,2018-07,Deutsche Schweiz,65 und mehr,0.1
2452,2018-07,Westschweiz und Tessin,15-24 Jahre,3.1
2453,2018-07,Westschweiz und Tessin,25-49 Jahre,3.4
2454,2018-07,Westschweiz und Tessin,50-64 Jahre,3.0
2455,2018-07,Westschweiz und Tessin,65 und mehr,0.1
2464,2018-08,Arbeitslosenquote,alle,2.3
2457,2018-08,Deutsche Schweiz,25-49 Jahre,2.0
2458,2018-08,Deutsche Schweiz,50-64 Jahre,1.9
2459,2018-08,Deutsche Schweiz,65 und mehr,0.1
2460,2018-08,Westschweiz und Tessin,15-24 Jahre,3.8
2461,2018-08,Westschweiz und Tessin,25-49 Jahre,3.4
2462,2018-08,Westschweiz und Tessin,50-64 Jahre,3.0
2463,2018-08,Westschweiz und Tessin,65 und mehr,0.1
2472,2018-09,Arbeitslosenquote,alle,2.3
2465,2018-09,Deutsche Schweiz,25-49 Jahre,2.0
2466,2018-09,Deutsche Schweiz,50-64 Jahre,1.9
2467,2018-09,Deutsche Schweiz,65 und mehr,0.1
2468,2018-09,Westschweiz und Tessin,15-24 Jahre,3.7
2469,2018-09,Westschweiz und Tessin,25-49 Jahre,3.4
2470,2018-09,Westschweiz und Tessin,50-64 Jahre,2.9
2471,2018-09,Westschweiz und Tessin,65 und mehr,0.1
2480,2018-10,Arbeitslosenquote,alle,2.3
2473,2018-10,Deutsche Schweiz,25-49 Jahre,2.0
2474,2018-10,Deutsche Schweiz,50-64 Jahre,1.9
2475,2018-10,Deutsche Schweiz,65 und mehr,0.1
2476,2018-10,Westschweiz und Tessin,15-24 Jahre,3.6
2477,2018-10,Westschweiz und Tessin,25-49 Jahre,3.4
2478,2018-10,Westschweiz und Tessin,50-64 Jahre,3.0
2479,2018-10,Westschweiz und Tessin,65 und mehr,0.1
2488,2018-11,Arbeitslosenquote,alle,2.4
2481,2018-11,Deutsche Schweiz,25-49 Jahre,2.1
2482,2018-11,Deutsche Schweiz,50-64 Jahre,2.0
2483,2018-11,Deutsche Schweiz,65 und mehr,0.1
2484,2018-11,Westschweiz und Tessin,15-24 Jahre,3.5
2485,2018-11,Westschweiz und Tessin,25-49 Jahre,3.5
2486,2018-11,Westschweiz und Tessin,50-64 Jahre,3.1
2487,2018-11,Westschweiz und Tessin,65 und mehr,0.1
2496,2018-12,Arbeitslosenquote,alle,2.6
2489,2018-12,Deutsche Schweiz,25-49 Jahre,2.3
2490,2018-12,Deutsche Schweiz,50-64 Jahre,2.1
2491,2018-12,Deutsche Schweiz,65 und mehr,0.1
2492,2018-12,Westschweiz und Tessin,15-24 Jahre,3.6
2493,2018-12,Westschweiz und Tessin,25-49 Jahre,3.9
2494,2018-12,Westschweiz und Tessin,50-64 Jahre,3.5
2495,2018-12,Westschweiz und Tessin,65 und mehr,0.1
2504,2019-01,Arbeitslosenquote,alle,2.7
2497,2019-01,Deutsche Schweiz,25-49 Jahre,2.4
2498,2019-01,Deutsche Schweiz,50-64 Jahre,2.1
2499,2019-01,Deutsche Schweiz,65 und mehr,0.1
2500,2019-01,Westschweiz und Tessin,15-24 Jahre,3.6
2501,2019-01,Westschweiz und Tessin,25-49 Jahre,4.1
2502,2019-01,Westschweiz und Tessin,50-64 Jahre,3.6
2503,2019-01,Westschweiz und Tessin,65 und mehr,0.1
2512,2019-02,Arbeitslosenquote,alle,2.6
2505,2019-02,Deutsche Schweiz,25-49 Jahre,2.3
2506,2019-02,Deutsche Schweiz,50-64 Jahre,2.1
2507,2019-02,Deutsche Schweiz,65 und mehr,0.1
2508,2019-02,Westschweiz und Tessin,15-24 Jahre,3.4
2509,2019-02,Westschweiz und Tessin,25-49 Jahre,3.9
2510,2019-02,Westschweiz und Tessin,50-64 Jahre,3.4
2511,2019-02,Westschweiz und Tessin,65 und mehr,0.1
2520,2019-03,Arbeitslosenquote,alle,2.4
2513,2019-03,Deutsche Schweiz,25-49 Jahre,2.2
2514,2019-03,Deutsche Schweiz,50-64 Jahre,2.0
2515,2019-03,Deutsche Schweiz,65 und mehr,0.1
2516,2019-03,Westschweiz und Tessin,15-24 Jahre,3.1
2517,2019-03,Westschweiz und Tessin,25-49 Jahre,3.6
2518,2019-03,Westschweiz und Tessin,50-64 Jahre,3.2
2519,2019-03,Westschweiz und Tessin,65 und mehr,0.1
2528,2019-04,Arbeitslosenquote,alle,2.3
2521,2019-04,Deutsche Schweiz,25-49 Jahre,2.1
2522,2019-04,Deutsche Schweiz,50-64 Jahre,2.0
2523,2019-04,Deutsche Schweiz,65 und mehr,0.1
2524,2019-04,Westschweiz und Tessin,15-24 Jahre,2.8
2525,2019-04,Westschweiz und Tessin,25-49 Jahre,3.5
2526,2019-04,Westschweiz und Tessin,50-64 Jahre,3.1
2527,2019-04,Westschweiz und Tessin,65 und mehr,0.1
2536,2019-05,Arbeitslosenquote,alle,2.2
2529,2019-05,Deutsche Schweiz,25-49 Jahre,2.0
2530,2019-05,Deutsche Schweiz,50-64 Jahre,1.9
2531,2019-05,Deutsche Schweiz,65 und mehr,0.1
2532,2019-05,Westschweiz und Tessin,15-24 Jahre,2.7
2533,2019-05,Westschweiz und Tessin,25-49 Jahre,3.2
2534,2019-05,Westschweiz und Tessin,50-64 Jahre,2.9
2535,2019-05,Westschweiz und Tessin,65 und mehr,0.1
2544,2019-06,Arbeitslosenquote,alle,2.1
2537,2019-06,Deutsche Schweiz,25-49 Jahre,1.9
2538,2019-06,Deutsche Schweiz,50-64 Jahre,1.8
2539,2019-06,Deutsche Schweiz,65 und mehr,0.1
2540,2019-06,Westschweiz und Tessin,15-24 Jahre,2.6
2541,2019-06,Westschweiz und Tessin,25-49 Jahre,3.1
2542,2019-06,Westschweiz und Tessin,50-64 Jahre,2.8
2543,2019-06,Westschweiz und Tessin,65 und mehr,0.1
2552,2019-07,Arbeitslosenquote,alle,2.1
2545,2019-07,Deutsche Schweiz,25-49 Jahre,1.9
2546,2019-07,Deutsche Schweiz,50-64 Jahre,1.8
2547,2019-07,Deutsche Schweiz,65 und mehr,0.1
2548,2019-07,Westschweiz und Tessin,15-24 Jahre,2.7
2549,2019-07,Westschweiz und Tessin,25-49 Jahre,3.1
2550,2019-07,Westschweiz und Tessin,50-64 Jahre,2.7
2551,2019-07,Westschweiz und Tessin,65 und mehr,0.1
2560,2019-08,Arbeitslosenquote,alle,2.1
2553,2019-08,Deutsche Schweiz,25-49 Jahre,1.8
2554,2019-08,Deutsche Schweiz,50-64 Jahre,1.8
2555,2019-08,Deutsche Schweiz,65 und mehr,0.1
2556,2019-08,Westschweiz und Tessin,15-24 Jahre,3.4
2557,2019-08,Westschweiz und Tessin,25-49 Jahre,3.2
2558,2019-08,Westschweiz und Tessin,50-64 Jahre,2.7
2559,2019-08,Westschweiz und Tessin,65 und mehr,0.1
2568,2019-09,Arbeitslosenquote,alle,2.1
2561,2019-09,Deutsche Schweiz,25-49 Jahre,1.8
2562,2019-09,Deutsche Schweiz,50-64 Jahre,1.8
2563,2019-09,Deutsche Schweiz,65 und mehr,0.1
2564,2019-09,Westschweiz und Tessin,15-24 Jahre,3.4
2565,2019-09,Westschweiz und Tessin,25-49 Jahre,3.2
2566,2019-09,Westschweiz und Tessin,50-64 Jahre,2.7
2567,2019-09,Westschweiz und Tessin,65 und mehr,0.1
2576,2019-10,Arbeitslosenquote,alle,2.2
2569,2019-10,Deutsche Schweiz,25-49 Jahre,1.9
2570,2019-10,Deutsche Schweiz,50-64 Jahre,1.8
2571,2019-10,Deutsche Schweiz,65 und mehr,0.1
2572,2019-10,Westschweiz und Tessin,15-24 Jahre,3.3
